user	instance_id	displayed_text	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Certain	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
6169eac611e586f87632d495	Certainty Examples.html	Certainty Examples								I carefully went over the examples and the instructions.:::Yes																	[]	[]
6169eac611e586f87632d495	Psychology_tweet_77_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: OBF cortex, DLPF cortex, ant and post cingulate cortices, insula, parahippocampal gyrus, hippocampus, amygdala, temporal cortex, and precuneus. These functional connectivities underlie the association of depressive problem scores with poor sleep quality. ""><b>Finding:</b></span> OBF cortex, DLPF cortex, ant and post cingulate cortices, insula, parahippocampal gyrus, hippocampus, amygdala, temporal cortex, and precuneus. These functional connectivities underlie the association of depressive problem scores with poor sleep quality. "	3																								[]	[]
6169eac611e586f87632d495	Psychology_tweet_46_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Exercise improves sexual function in women taking antidepressants. ""><b>Finding:</b></span> Exercise improves sexual function in women taking antidepressants. "				4																					[]	[]
6169eac611e586f87632d495	Psychology_89_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Even after controlling for sex, ethnicity, age, parental education, and child physical abuse, childhood corporal punishment was associated significantly with physical dating violence perpetration (aOR 1.29, 95% CI 1.02-1.62). The finding that childhood corporal punishment was associated with perpetration of young adult physical dating violence, even after controlling for several demographic variables and childhood physical abuse, adds to the growing literature demonstrating deleterious outcomes associated with corporal punishment. (J Pediatr 2018;194:233-7).""><b>Finding:</b></span> The finding that childhood corporal punishment was associated with perpetration of young adult physical dating violence, even after controlling for several demographic variables and childhood physical abuse, adds to the growing literature demonstrating deleterious outcomes associated with corporal punishment."	3																								[]	[]
6169eac611e586f87632d495	Psychology_tweet_10_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The results show that both poor sleep quality and depressive problems are significantly positively correlated with functional connectivities involving the lateral orbitofrontal cortex, the dorsolateral prefrontal cortex, the cingulate cortex, and the precuneus. Further, a mediation analysis showed that the functional connectivity links between the brain areas identified played a significant role in the association of depressive problems with poor sleep quality. Much smaller associations were found in the reverse direction; that is, the associations of sleep quality with depressive problems mediated by these links were less significant.""><b>Finding:</b></span> Further, a mediation analysis showed that the functional connectivity links between the brain areas identified played a significant role in the association of depressive problems with poor sleep quality."				4																					[]	[]
6169eac611e586f87632d495	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.		1																							[]	[]
6169eac611e586f87632d495	test_question_testing_Somewhat uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat uncertain. Do not mark any words or phrases.			2																						[]	[]
6169eac611e586f87632d495	Psychology_tweet_46_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Future trials will be needed to examine effectiveness in a clinical setting (as opposed to a carefully controlled laboratory-based trial). The results of the present study suggest that exercise improves sexual function in women experiencing sexual arousal side effects of antidepressants, with modest evidence of a specific benefit in exercising immediately before sexual activity. These findings have important implications for public health, as exercise as a treatment for sexual side effects is accessible, cheap, and does not add to burden of care.""><b>Finding:</b></span> These findings have important implications for public health, as exercise as a treatment for sexual side effects is accessible, cheap, and does not add to burden of care."	3																								[]	[]
6169eac611e586f87632d495	Experience.html	Experience										3					3						2				[]	[]
5ea963e404c8da03b9ce62fe	Psychology_16_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality. The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality. ""This study may also have implications for a deeper understanding of depression,"" adds professor Edmund Rolls.""><b>Finding:</b></span> The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality."				4																					[]	[{'start': 724, 'end': 755, 'span': 'provides a neural basis for how', 'annotation': 'Words indicating certainty'}, {'start': 767, 'end': 778, 'span': 'is related ', 'annotation': 'Words indicating certainty'}]
5ea963e404c8da03b9ce62fe	Consent.html	Consent					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																		[]	[]
5ea963e404c8da03b9ce62fe	Psychology_373_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Action planning did not show an interaction with received social support, neither for continuous abstinence nor for point prevalence (see Tables 2 and 3 , second column). Coping planning showed an interaction with received social support for continuous abstinence (p< .05, see Table 2 , third column). The analysis of the region of significance by the Johnson Neyman technique showed that the simple slopes were only significant at levels of social support higher than 1.65 (p < .05).""><b>Finding:</b></span> Coping planning showed an interaction with received social support for continuous abstinence (p< .05, see Table 2 , third column)."	3																								[]	[{'start': 683, 'end': 704, 'span': 'showed an interaction', 'annotation': 'Words indicating certainty'}]
5ea963e404c8da03b9ce62fe	Psychology_tweet_27_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Baseline estradiol levels, baseline vasomotor symptoms, history of depression, and history of abuse did not moderate treatment effects. CONCLUSIONS Twelve months of TE+IMP were more effective than placebo in preventing the development of clinically significant depressive symptoms among initially euthymic perimenopausal and early postmenopausal women. TRIAL REGISTRATION clinicaltrials.gov Identifier: NCT01308814""><b>Finding:</b></span> CONCLUSIONS Twelve months of TE+IMP were more effective than placebo in preventing the development of clinically significant depressive symptoms among initially euthymic perimenopausal and early postmenopausal women."				4																					[]	[{'start': 633, 'end': 638, 'span': 'were ', 'annotation': 'Words indicating certainty'}]
5ea963e404c8da03b9ce62fe	Psychology_tweet_27_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Transdermal #estradiol w #progesterone effective in averting #depressive symptoms in #perimenopausal and early #postmenopausal women  ""><b>Finding:</b></span> Transdermal #estradiol w #progesterone effective in averting #depressive symptoms in #perimenopausal and early #postmenopausal women  "				4																					[]	[{'start': 355, 'end': 364, 'span': 'effective', 'annotation': 'Words indicating certainty'}]
5ea963e404c8da03b9ce62fe	Certainty Examples.html	Certainty Examples								I carefully went over the examples and the instructions.:::Yes																	[]	[]
5ea963e404c8da03b9ce62fe	Psychology_271_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: At the end of 3 years, those students who had played instruments were better at detecting speech sounds, like syllables and words that rhyme, than their JROTC peers, the team reports online today in the Proceedings of the National Academy of Sciences. These findings suggest that musical training could keep that window open longer. But the benefits of music aren't just for musicians; taking up piano could be the difference between an A and a B in Spanish class.""><b>Finding:</b></span> These findings suggest that musical training could keep that window open longer."	3																								[]	[{'start': 691, 'end': 696, 'span': 'could', 'annotation': 'Words indicating certainty'}]
5ea963e404c8da03b9ce62fe	Psychology_425_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: While this scope is sufficient to provide proof of concept, it will be necessary in the future to extend our approach to other neurobiological features that have previously been linked to ASD (eg, cortical surface area and regional volumes 14 ) and to replicate our findings in other subgroups on the autism spectrum (eg, different age groups and individuals with learning disabilities). Third, in future research, it will be crucial to further explore the functional relevance of our findings and to examine how normative sexrelated phenotypic diversity in brain structure relates to sex differences in general cognitive or behavioral profiles (eg, as shown by Miller and Halpern 40 and by Hyde 41 ) and to different clinical ASD phenotypes. Our findings suggest that the neurobiological male phenotype carries a higher intrinsic risk for ASD than the female phenotype across the binary categories dictated by biological sex.""><b>Finding:</b></span> Third, in future research, it will be crucial to further explore the functional relevance of our findings and to examine how normative sexrelated phenotypic diversity in brain structure relates to sex differences in general cognitive or behavioral profiles (eg, as shown by Miller and Halpern 40 and by Hyde 41 ) and to different clinical ASD phenotypes."				4																					[]	[{'start': 1135, 'end': 1144, 'span': ' it will ', 'annotation': 'Words indicating certainty'}]
5ea963e404c8da03b9ce62fe	Psychology_tweet_5_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: My first, first author paper for my PhD 💃🎉🎊

Looking at the association between psychotic experiences (PE) &amp; suicide. PE are important risk markers for future suicidal thoughts and behaviour. In future, let's ask about them! 

 ""><b>Finding:</b></span> My first, first author paper for my PhD 💃🎉🎊

Looking at the association between psychotic experiences (PE) &amp; suicide. PE are important risk markers for future suicidal thoughts and behaviour. In future, let's ask about them! 

 "				4																					[]	[{'start': 545, 'end': 549, 'span': 'are ', 'annotation': 'Words indicating certainty'}]
5ea963e404c8da03b9ce62fe	Psychology_271_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Moreover, given that the cortical N1 onset response emerges during adolescence while the P1 response declines , and that We show that in-school music training changes the course of adolescent brain development. Relative to an active control group that shows the expected wane in subcortical response consistency, adolescents undertaking in-school music training maintained heightened neural consistency throughout high school.""><b>Finding:</b></span> We show that in-school music training changes the course of adolescent brain development."				4																					[]	[{'start': 609, 'end': 621, 'span': 'We show that', 'annotation': 'Words indicating certainty'}]
5ea963e404c8da03b9ce62fe	Psychology_373_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Self-efficacy and support

The result: support from their partners is helpful to smokers who wish to stop and it increases their chances of success, provided that they have developed skills of their own that help them to abstain. Such support could involve their partner reminding them of their plan to quit as well as encouraging and supporting them in critical situations. Careful planning

The same is true of the coping strategies that the smoker plans to apply in difficult situations (for instance, taking a chewing gum or being reminded of one's wish to quit when spending an evening in the company of smokers and feeling an uncontrollable craving for a cigarette).""><b>Finding:</b></span> Self-efficacy and support

The result: support from their partners is helpful to smokers who wish to stop and it increases their chances of success, provided that they have developed skills of their own that help them to abstain."	3																								[]	[{'start': 927, 'end': 937, 'span': 'is helpful', 'annotation': 'Words indicating certainty'}, {'start': 970, 'end': 996, 'span': 'it increases their chances', 'annotation': 'Words indicating certainty'}]
5ea963e404c8da03b9ce62fe	test_question_testing_Somewhat uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat uncertain. Do not mark any words or phrases.			2																						[]	[]
5ea963e404c8da03b9ce62fe	Psychology_16_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Much smaller associations were found in the reverse direction; that is, the associations of sleep quality with depressive problems mediated by these links were less significant. These findings provides a neural basis for understanding how depression is associated with poor sleep quality, and this in turn has implications for treatment because of the brain areas identified. Areas in which functional connectivity was associated with depressive problems and their effects on sleep quality included the lateral orbitofrontal cortex, precuneus, and angular gyrus.""><b>Finding:</b></span> These findings provides a neural basis for understanding how depression is associated with poor sleep quality, and this in turn has implications for treatment because of the brain areas identified."				4																					[]	[{'start': 760, 'end': 783, 'span': 'provides a neural basis', 'annotation': 'Words indicating certainty'}, {'start': 817, 'end': 830, 'span': 'is associated', 'annotation': 'Words indicating certainty'}, {'start': 873, 'end': 889, 'span': 'has implications', 'annotation': 'Words indicating certainty'}]
5ea963e404c8da03b9ce62fe	Psychology_425_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""We found that brain phenotype ranged from being typically female to typically male and that there is variability between these extremes,"" lead study author Christine Ecker said, via Fox. Experts noted that participants with male or male-like brain anatomy were likely to have ASD regardless of their biological gender. ""Our study demonstrates that normative sex-related phenotypic diversity in brain structure affects the prevalence of ASD in addition to biological sex alone, with male neuroanatomical characteristics carrying a higher intrinsic risk for ASD than female characteristics,"" study authors noted in their study, according to Medical Today.""><b>Finding:</b></span> Experts noted that participants with male or male-like brain anatomy were likely to have ASD regardless of their biological gender."	3																								[]	[{'start': 1002, 'end': 1013, 'span': 'were likely', 'annotation': 'Words indicating certainty'}]
5ea963e404c8da03b9ce62fe	Experience.html	Experience									4						3				4					The formatting went a little odd in the one with estrogen in the prompt.	[]	[]
5ea963e404c8da03b9ce62fe	Psychology_tweet_5_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: For one, PEs are associated with increased odds of suicidal behavior even in individuals without a mental disorder. We found that co-occurring psychopathology is only a partial mediator of the association between PEs and suicidal behavior; that is, PEs are a marker of risk for later suicidal behavior in excess of the risk associated with co-occurring mental disorders. (Figure 2 includes examples of mediating variables in the association between PEs and suicidal ideation and behavior.)""><b>Finding:</b></span> We found that co-occurring psychopathology is only a partial mediator of the association between PEs and suicidal behavior; that is, PEs are a marker of risk for later suicidal behavior in excess of the risk associated with co-occurring mental disorders."				4																					[]	[{'start': 715, 'end': 718, 'span': 'is ', 'annotation': 'Words indicating certainty'}, {'start': 809, 'end': 812, 'span': 'are', 'annotation': 'Words indicating certainty'}]
5ea963e404c8da03b9ce62fe	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.	3																								[]	[]
6105cde05e18eeaa7cc8b24f	Psychology_16_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The analysis showed that these functional connectivities underlie the relation between depressive problems and sleep quality. The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality. ""This study may also have implications for a deeper understanding of depression,"" adds professor Edmund Rolls.""><b>Finding:</b></span> The researchers conclude that increased functional connectivity among these brain regions provides a neural basis for how depression is related to poor sleep quality."	3																								[]	[{'start': 724, 'end': 747, 'span': 'provides a neural basis', 'annotation': 'Words indicating certainty'}]
6105cde05e18eeaa7cc8b24f	Consent.html	Consent					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																		[]	[]
6105cde05e18eeaa7cc8b24f	Psychology_373_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Action planning did not show an interaction with received social support, neither for continuous abstinence nor for point prevalence (see Tables 2 and 3 , second column). Coping planning showed an interaction with received social support for continuous abstinence (p< .05, see Table 2 , third column). The analysis of the region of significance by the Johnson Neyman technique showed that the simple slopes were only significant at levels of social support higher than 1.65 (p < .05).""><b>Finding:</b></span> Coping planning showed an interaction with received social support for continuous abstinence (p< .05, see Table 2 , third column)."	3																								[]	[{'start': 683, 'end': 689, 'span': 'showed', 'annotation': 'Words indicating certainty'}]
6105cde05e18eeaa7cc8b24f	Psychology_tweet_27_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Baseline estradiol levels, baseline vasomotor symptoms, history of depression, and history of abuse did not moderate treatment effects. CONCLUSIONS Twelve months of TE+IMP were more effective than placebo in preventing the development of clinically significant depressive symptoms among initially euthymic perimenopausal and early postmenopausal women. TRIAL REGISTRATION clinicaltrials.gov Identifier: NCT01308814""><b>Finding:</b></span> CONCLUSIONS Twelve months of TE+IMP were more effective than placebo in preventing the development of clinically significant depressive symptoms among initially euthymic perimenopausal and early postmenopausal women."				4																					[]	[{'start': 638, 'end': 666, 'span': 'more effective than placebo ', 'annotation': 'Words indicating certainty'}]
6105cde05e18eeaa7cc8b24f	Psychology_tweet_27_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Transdermal #estradiol w #progesterone effective in averting #depressive symptoms in #perimenopausal and early #postmenopausal women  ""><b>Finding:</b></span> Transdermal #estradiol w #progesterone effective in averting #depressive symptoms in #perimenopausal and early #postmenopausal women  "				4																					[]	[{'start': 355, 'end': 376, 'span': 'effective in averting', 'annotation': 'Words indicating certainty'}]
6105cde05e18eeaa7cc8b24f	Certainty Examples.html	Certainty Examples								I carefully went over the examples and the instructions.:::Yes																	[]	[]
6105cde05e18eeaa7cc8b24f	Psychology_271_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: At the end of 3 years, those students who had played instruments were better at detecting speech sounds, like syllables and words that rhyme, than their JROTC peers, the team reports online today in the Proceedings of the National Academy of Sciences. These findings suggest that musical training could keep that window open longer. But the benefits of music aren't just for musicians; taking up piano could be the difference between an A and a B in Spanish class.""><b>Finding:</b></span> These findings suggest that musical training could keep that window open longer."	3																								[]	[{'start': 651, 'end': 673, 'span': ' findings suggest that', 'annotation': 'Words indicating certainty'}]
6105cde05e18eeaa7cc8b24f	Psychology_425_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: While this scope is sufficient to provide proof of concept, it will be necessary in the future to extend our approach to other neurobiological features that have previously been linked to ASD (eg, cortical surface area and regional volumes 14 ) and to replicate our findings in other subgroups on the autism spectrum (eg, different age groups and individuals with learning disabilities). Third, in future research, it will be crucial to further explore the functional relevance of our findings and to examine how normative sexrelated phenotypic diversity in brain structure relates to sex differences in general cognitive or behavioral profiles (eg, as shown by Miller and Halpern 40 and by Hyde 41 ) and to different clinical ASD phenotypes. Our findings suggest that the neurobiological male phenotype carries a higher intrinsic risk for ASD than the female phenotype across the binary categories dictated by biological sex.""><b>Finding:</b></span> Third, in future research, it will be crucial to further explore the functional relevance of our findings and to examine how normative sexrelated phenotypic diversity in brain structure relates to sex differences in general cognitive or behavioral profiles (eg, as shown by Miller and Halpern 40 and by Hyde 41 ) and to different clinical ASD phenotypes."			2																						[{'start': 1166, 'end': 1214, 'span': 'explore the functional relevance of our findings', 'annotation': 'Words indicating uncertainty'}, {'start': 1222, 'end': 1243, 'span': 'examine how normative', 'annotation': 'Words indicating uncertainty'}]	[]
6105cde05e18eeaa7cc8b24f	Psychology_tweet_5_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: For one, PEs are associated with increased odds of suicidal behavior even in individuals without a mental disorder. We found that co-occurring psychopathology is only a partial mediator of the association between PEs and suicidal behavior; that is, PEs are a marker of risk for later suicidal behavior in excess of the risk associated with co-occurring mental disorders. (Figure 2 includes examples of mediating variables in the association between PEs and suicidal ideation and behavior.)""><b>Finding:</b></span> We found that co-occurring psychopathology is only a partial mediator of the association between PEs and suicidal behavior; that is, PEs are a marker of risk for later suicidal behavior in excess of the risk associated with co-occurring mental disorders."				4																					[]	[{'start': 672, 'end': 685, 'span': 'We found that', 'annotation': 'Words indicating certainty'}, {'start': 725, 'end': 768, 'span': 'partial mediator of the association between', 'annotation': 'Words indicating certainty'}]
6105cde05e18eeaa7cc8b24f	Psychology_tweet_5_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: My first, first author paper for my PhD 💃🎉🎊

Looking at the association between psychotic experiences (PE) &amp; suicide. PE are important risk markers for future suicidal thoughts and behaviour. In future, let's ask about them! 

 ""><b>Finding:</b></span> My first, first author paper for my PhD 💃🎉🎊

Looking at the association between psychotic experiences (PE) &amp; suicide. PE are important risk markers for future suicidal thoughts and behaviour. In future, let's ask about them! 

 "		1																							"[{'start': 465, 'end': 491, 'span': 'Looking at the association', 'annotation': 'Words indicating uncertainty'}, {'start': 616, 'end': 642, 'span': ""In future, let's ask about"", 'annotation': 'Words indicating uncertainty'}]"	[]
6105cde05e18eeaa7cc8b24f	Psychology_271_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Moreover, given that the cortical N1 onset response emerges during adolescence while the P1 response declines , and that We show that in-school music training changes the course of adolescent brain development. Relative to an active control group that shows the expected wane in subcortical response consistency, adolescents undertaking in-school music training maintained heightened neural consistency throughout high school.""><b>Finding:</b></span> We show that in-school music training changes the course of adolescent brain development."	3																								[]	[{'start': 609, 'end': 616, 'span': 'We show', 'annotation': 'Words indicating certainty'}]
6105cde05e18eeaa7cc8b24f	test_question_testing_Uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Uncertain. Do not mark any words or phrases.		1																							[]	[]
6105cde05e18eeaa7cc8b24f	Psychology_373_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Self-efficacy and support

The result: support from their partners is helpful to smokers who wish to stop and it increases their chances of success, provided that they have developed skills of their own that help them to abstain. Such support could involve their partner reminding them of their plan to quit as well as encouraging and supporting them in critical situations. Careful planning

The same is true of the coping strategies that the smoker plans to apply in difficult situations (for instance, taking a chewing gum or being reminded of one's wish to quit when spending an evening in the company of smokers and feeling an uncontrollable craving for a cigarette).""><b>Finding:</b></span> Self-efficacy and support

The result: support from their partners is helpful to smokers who wish to stop and it increases their chances of success, provided that they have developed skills of their own that help them to abstain."				4																					[]	[{'start': 927, 'end': 941, 'span': 'is helpful to ', 'annotation': 'Words indicating certainty'}, {'start': 970, 'end': 997, 'span': 'it increases their chances ', 'annotation': 'Words indicating certainty'}]
6105cde05e18eeaa7cc8b24f	Psychology_16_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Much smaller associations were found in the reverse direction; that is, the associations of sleep quality with depressive problems mediated by these links were less significant. These findings provides a neural basis for understanding how depression is associated with poor sleep quality, and this in turn has implications for treatment because of the brain areas identified. Areas in which functional connectivity was associated with depressive problems and their effects on sleep quality included the lateral orbitofrontal cortex, precuneus, and angular gyrus.""><b>Finding:</b></span> These findings provides a neural basis for understanding how depression is associated with poor sleep quality, and this in turn has implications for treatment because of the brain areas identified."	3																								[]	[]
6105cde05e18eeaa7cc8b24f	test_question_testing_Certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Certain. Do not mark any words or phrases.				4																					[]	[]
6105cde05e18eeaa7cc8b24f	Experience.html	Experience													5	4					4						[]	[]
6105cde05e18eeaa7cc8b24f	Psychology_425_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""We found that brain phenotype ranged from being typically female to typically male and that there is variability between these extremes,"" lead study author Christine Ecker said, via Fox. Experts noted that participants with male or male-like brain anatomy were likely to have ASD regardless of their biological gender. ""Our study demonstrates that normative sex-related phenotypic diversity in brain structure affects the prevalence of ASD in addition to biological sex alone, with male neuroanatomical characteristics carrying a higher intrinsic risk for ASD than female characteristics,"" study authors noted in their study, according to Medical Today.""><b>Finding:</b></span> Experts noted that participants with male or male-like brain anatomy were likely to have ASD regardless of their biological gender."	3																								[{'start': 1002, 'end': 1021, 'span': 'were likely to have', 'annotation': 'Words indicating uncertainty'}]	[{'start': 933, 'end': 946, 'span': 'Experts noted', 'annotation': 'Words indicating certainty'}]
60b14c72faad384ddb2eb66c	Psychology_3_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: A mediation analysis showed that these functional connectivities underlie the association of the Depressive Problems score with poor sleep quality (β = 0.0139; P < .001). CONCLUSIONS AND RELEVANCE The implication of these findings is that the increased functional connectivity between these brain regions provides a neural basis for the association between depression and poor sleep quality. An important finding was that the Depressive Problems scores in this general population were correlated with functional connectivities between areas, including the lateral orbitofrontal cortex, cingulate cortex, precuneus, angular gyrus, and temporal cortex.""><b>Finding:</b></span> CONCLUSIONS AND RELEVANCE The implication of these findings is that the increased functional connectivity between these brain regions provides a neural basis for the association between depression and poor sleep quality."				4																					[]	[{'start': 978, 'end': 990, 'span': 'neural basis', 'annotation': 'Words indicating certainty'}]
60b14c72faad384ddb2eb66c	Psychology_tweet_237_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Analysis of #schizophrenia across different ethnic groups: ""><b>Finding:</b></span> Analysis of #schizophrenia across different ethnic groups: "				4																					[]	[{'start': 241, 'end': 249, 'span': 'Analysis', 'annotation': 'Words indicating certainty'}]
60b14c72faad384ddb2eb66c	Consent.html	Consent					I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																		[]	[]
60b14c72faad384ddb2eb66c	Psychology_tweet_93_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We incorporate into our identity the identities suggested by our behaviorally targeted ads  ""><b>Finding:</b></span> We incorporate into our identity the identities suggested by our behaviorally targeted ads  "	3																								[]	[{'start': 322, 'end': 332, 'span': 'suggested ', 'annotation': 'Words indicating certainty'}]
60b14c72faad384ddb2eb66c	Psychology_tweet_76_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Neural link between poor sleep and depression  this research could lead to better sleep quality for ppl with depression, and opens up the possibility of new targeted treatments!  sleep deprivation is widespread ""><b>Finding:</b></span> Neural link between poor sleep and depression  this research could lead to better sleep quality for ppl with depression, and opens up the possibility of new targeted treatments!  sleep deprivation is widespread "	3																								[]	[]
60b14c72faad384ddb2eb66c	Psychology_507_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our results revealed that, in language switching, disengagement (turning off a language) elicits increased activity in the dlPFC and ACC, but engaging in a new language (turning on a language) does not incur a neural switch cost. Additionally, by comparing the production of a single language (ASL or English) to the simultaneous production of both languages, we found that activity associated with lexical retrieval increased during simultaneous production of ASL and English compared with only producing English (our participants' dominant language), but neural activity decreased compared with producing only ASL (the nondominant language) while inhibiting English. These results suggest that dual lexical retrieval does not necessarily incur any additional neural cost; on the contrary, neural activity during lexical retrieval of the nondominant language (ASL) is reduced by simultaneous production of English, a result that is consistent with behavioral data from ref.""><b>Finding:</b></span> Additionally, by comparing the production of a single language (ASL or English) to the simultaneous production of both languages, we found that activity associated with lexical retrieval increased during simultaneous production of ASL and English compared with only producing English (our participants' dominant language), but neural activity decreased compared with producing only ASL (the nondominant language) while inhibiting English."				4																					[]	[{'start': 1344, 'end': 1354, 'span': 'increased ', 'annotation': 'Words indicating certainty'}, {'start': 1500, 'end': 1509, 'span': 'decreased', 'annotation': 'Words indicating certainty'}]
