user	instance_id	displayed_text	changes-key-entity:::no	changes-key-entity:::yes	Level-of-generality:::no	Level-of-generality:::yes	how-certain-is-the-reported-finding:::Certain	how-certain-is-the-reported-finding:::Uncertain	how-certain-is-the-reported-finding:::Can't say	how-certain-is-the-reported-finding:::Somewhat certain	how-certain-is-the-reported-finding:::Somewhat uncertain	how-certain-is-the-paper-finding:::Somewhat uncertain	how-certain-is-the-paper-finding:::Certain	how-certain-is-the-paper-finding:::Uncertain	how-certain-is-the-paper-finding:::Can't say	how-certain-is-the-paper-finding:::Somewhat certain	reporting-is-sensational:::Mostly neutral, slightly sensational	reporting-is-sensational:::Neutral	reporting-is-sensational:::Sensational	paper-is-sensational:::Mostly neutral, slightly sensational	paper-is-sensational:::Neutral	paper-is-sensational:::Sensational	how-causal-is-the-reporting:::Correlation	how-causal-is-the-reporting:::Causation	how-causal-is-the-reporting:::No relation is stated	how-causal-is-the-paper-finding:::Correlation	how-causal-is-the-paper-finding:::Causation	how-causal-is-the-paper-finding:::No relation is stated	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	How satisfied do you feel about your experience participating in our study?:::Satisfied	How satisfied do you feel about your experience participating in our study?:::Not satisfied	How satisfied do you feel about your experience participating in our study?:::Very satisfied	How do you feel about your experience participating in our study compared with other studies?:::Better than others	How do you feel about your experience participating in our study compared with other studies?:::Much better than others	How do you feel about your experience participating in our study compared with other studies?:::Worse than others	How do you feel about your experience participating in our study compared with other studies?:::Similar	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Correlation	span_annotation:::Causation	span_annotation:::Words indicating certainty	span_annotation:::Words indicating uncertainty	span_annotation:::Generalization	span_annotation:::Missing element from the reported finding.	span_annotation:::Sensational language	span_annotation:::Generalization</div>	span_annotation:::Added element in reported finding.
61747e90d6980cdffa3de99d	Medicine_tweet_11	"<b>Reported finding:</b> Male and female brains are more similar than previously thought. Interesting paper in PNAS <br><b>Paper finding:</b> Here we show that, although there are sex/gender differences in brain and behavior, humans and human brains are comprised of unique ""mosaics"" of features, some more common in females compared with males, some more common in males compared with females, and some common in both females and males."	2			1	5						5					1			1				1			1												[]	[]	"[{'start': 75, 'end': 206, 'span': ' <span class=""span_container"" selection_label=""Words indicating certainty"" style=""background-color:rgb(240,228,66, 0.25);"">are more', 'annotation': 'Words indicating certainty'}, {'start': 428, 'end': 440, 'span': 'we show that', 'annotation': 'Words indicating certainty'}]"	[]	[]	[]	[]	[]	[]
61747e90d6980cdffa3de99d	Medicine_tweet_81	<b>Reported finding:</b> NEW RESEARCH finds that memory consolidation and reconsolidation share common behavioural and neurochemical mechanisms  From researchers at @username &amp; #UniversityofRegensburg <br><b>Paper finding:</b> The similarity in the time-course changes in the E/I ratio and behavioural performance between reconsolidation and consolidation is in accordance with the hypothesis that these two processes have similar or some common underlying mechanisms.	2		2					4			5					1			1				1			1												[]	[]	[{'start': 66, 'end': 77, 'span': 'finds that ', 'annotation': 'Words indicating certainty'}, {'start': 388, 'end': 424, 'span': 'is in accordance with the hypothesis', 'annotation': 'Words indicating certainty'}]	[]	[]	[]	[]	[]	[]
61747e90d6980cdffa3de99d	Experience.html	Experience																														How satisfied do you feel about your experience participating in our study?:::Satisfied			How do you feel about your experience participating in our study compared with other studies?:::Better than others					[]	[]	[]	[]	[]	[]	[]	[]	[]
61747e90d6980cdffa3de99d	Medicine_tweet_5	"<b>Reported finding:</b> Characterizing the healthy nasal #microbiome discovers groups of microbes that differently modulate the inflammatory response and relate differently to symptom severity in rhinoviral colds. #commoncold #immuneresponse
<br><b>Paper finding:</b> The microbiota clusters appear to associate with different inflammatory response, viral titer, and symptom severity profiles in rhinovirus infection."		1	2					4			5					1			1		2			2														[]	[]	"[{'start': 180, 'end': 312, 'span': 'nd <span class=""span_container"" selection_label=""Words indicating certainty"" style=""background-color:rgb(240,228,66, 0.25);"">relate ', 'annotation': 'Words indicating certainty'}]"	"[{'start': 571, 'end': 705, 'span': ' <span class=""span_container"" selection_label=""Words indicating uncertainty"" style=""background-color:rgb(0,158,115, 0.25);"">appear to ', 'annotation': 'Words indicating uncertainty'}]"	[]	[{'start': 881, 'end': 892, 'span': 'viral titer', 'annotation': 'Missing element from the reported finding.'}]	[]	[]	[]
61747e90d6980cdffa3de99d	Consent.html	Consent																											I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes									[]	[]	[]	[]	[]	[]	[]	[]	[]
61747e90d6980cdffa3de99d	Medicine_19	<b>Reported finding:</b> The research follows an earlier study which suggested that elevated long-term levels of cortisol may reduce the likelihood of a successful outcome for patients trying to conceive by IVF.<br><b>Paper finding:</b> Despite these potential limitations, the present study extends the available evidence for the role of cortisol on clinical pregnancy in IVF patients and provides the first evidence that elevated chronic cortisol levels are associated with a reduced likelihood of pregnancy.	2		2					4						4		1			1		2			2														[{'start': 154, 'end': 174, 'span': 'reduce the likelihoo', 'annotation': 'Correlation'}, {'start': 484, 'end': 504, 'span': 'are associated with ', 'annotation': 'Correlation'}]	[]	[{'start': 98, 'end': 110, 'span': 'uggested tha', 'annotation': 'Words indicating certainty'}, {'start': 321, 'end': 350, 'span': 'xtends the available evidence', 'annotation': 'Words indicating certainty'}]	[]	[]	[]	[]	[]	[]
603910c1a3d28f3895d40e92	Medicine_tweet_11	"<b>Reported finding:</b> Male and female brains are more similar than previously thought. Interesting paper in PNAS <br><b>Paper finding:</b> Here we show that, although there are sex/gender differences in brain and behavior, humans and human brains are comprised of unique ""mosaics"" of features, some more common in females compared with males, some more common in males compared with females, and some common in both females and males."		1		1	5						5						3		1				1			1												[]	[]	[]	[{'start': 451, 'end': 513, 'span': 'although there are sex/gender differences in brain and behavio', 'annotation': 'Words indicating uncertainty'}]	[]	"[{'start': 527, 'end': 585, 'span': 'human brains are comprised of unique ""mosaics"" of features', 'annotation': 'Missing element from the reported finding.'}, {'start': 586, 'end': 614, 'span': ' some more common in females', 'annotation': 'Missing element from the reported finding.'}, {'start': 636, 'end': 683, 'span': 'some more common in males compared with females', 'annotation': 'Missing element from the reported finding.'}, {'start': 689, 'end': 726, 'span': 'some common in both females and males', 'annotation': 'Missing element from the reported finding.'}]"	[]	[]	"[{'start': 52, 'end': 247, 'span': ' <span class=""span_container"" selection_label=""Added element in reported finding."" style=""background-color:rgb(204,121,167, 0.25);"">Male and female brains are more similar than previously thought', 'annotation': 'Added element in reported finding.'}]"
603910c1a3d28f3895d40e92	Medicine_tweet_81	<b>Reported finding:</b> NEW RESEARCH finds that memory consolidation and reconsolidation share common behavioural and neurochemical mechanisms  From researchers at @username &amp; #UniversityofRegensburg <br><b>Paper finding:</b> The similarity in the time-course changes in the E/I ratio and behavioural performance between reconsolidation and consolidation is in accordance with the hypothesis that these two processes have similar or some common underlying mechanisms.		1		1	5									4	2				1				1			1												[]	[]	[{'start': 388, 'end': 405, 'span': 'is in accordance ', 'annotation': 'Words indicating certainty'}, {'start': 450, 'end': 454, 'span': 'have', 'annotation': 'Words indicating certainty'}]	[{'start': 465, 'end': 477, 'span': ' some common', 'annotation': 'Words indicating uncertainty'}]	[{'start': 118, 'end': 171, 'span': 'share common behavioural and neurochemical mechanisms', 'annotation': 'Generalization'}]	[]	[]	[]	[{'start': 53, 'end': 65, 'span': 'NEW RESEARCH', 'annotation': 'Added element in reported finding.'}]
603910c1a3d28f3895d40e92	Experience.html	Experience																															How satisfied do you feel about your experience participating in our study?:::Not satisfied				How do you feel about your experience participating in our study compared with other studies?:::Worse than others			[]	[]	[]	[]	[]	[]	[]	[]	[]
603910c1a3d28f3895d40e92	Medicine_tweet_5	"<b>Reported finding:</b> Characterizing the healthy nasal #microbiome discovers groups of microbes that differently modulate the inflammatory response and relate differently to symptom severity in rhinoviral colds. #commoncold #immuneresponse
<br><b>Paper finding:</b> The microbiota clusters appear to associate with different inflammatory response, viral titer, and symptom severity profiles in rhinovirus infection."	2		2		5									4		1			1			3		2														[]	[]	"[{'start': 97, 'end': 229, 'span': ' <span class=""span_container"" selection_label=""Words indicating certainty"" style=""background-color:rgb(240,228,66, 0.25);"">discovers', 'annotation': 'Words indicating certainty'}, {'start': 266, 'end': 274, 'span': 'modulate', 'annotation': 'Words indicating certainty'}, {'start': 305, 'end': 311, 'span': 'relate', 'annotation': 'Words indicating certainty'}]"	"[{'start': 548, 'end': 714, 'span': 'he microbiota clusters<span class=""span_container"" selection_label=""Words indicating uncertainty"" style=""background-color:rgb(0,158,115, 0.25);""> appear to associate ', 'annotation': 'Words indicating uncertainty'}]"	[]	[{'start': 880, 'end': 891, 'span': 'viral titer', 'annotation': 'Missing element from the reported finding.'}]	[]	[]	[{'start': 485, 'end': 490, 'span': 'colds', 'annotation': 'Added element in reported finding.'}]
603910c1a3d28f3895d40e92	Consent.html	Consent																											I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes									[]	[]	[]	[]	[]	[]	[]	[]	[]
603910c1a3d28f3895d40e92	Medicine_19	<b>Reported finding:</b> The research follows an earlier study which suggested that elevated long-term levels of cortisol may reduce the likelihood of a successful outcome for patients trying to conceive by IVF.<br><b>Paper finding:</b> Despite these potential limitations, the present study extends the available evidence for the role of cortisol on clinical pregnancy in IVF patients and provides the first evidence that elevated chronic cortisol levels are associated with a reduced likelihood of pregnancy.	2		2		5								3			1			1			3		2														[{'start': 734, 'end': 735, 'span': 'a', 'annotation': 'Correlation'}, {'start': 735, 'end': 755, 'span': 're associated with a', 'annotation': 'Correlation'}]	[]	[{'start': 97, 'end': 106, 'span': 'suggested', 'annotation': 'Words indicating certainty'}]	"[{'start': 141, 'end': 283, 'span': 'cortisol <span class=""span_container"" selection_label=""Words indicating uncertainty"" style=""background-color:rgb(0,158,115, 0.25);"">may reduce', 'annotation': 'Words indicating uncertainty'}, {'start': 515, 'end': 550, 'span': 'Despite these potential limitations', 'annotation': 'Words indicating uncertainty'}]"	[]	[]	[]	[]	[]
