user	instance_id	displayed_text	how-causal-is-the-finding:::Causation	how-causal-is-the-finding:::No mention of a relation	how-causal-is-the-finding:::Explicitly states: no relation	how-causal-is-the-finding:::Correlation	How satisfied do you feel about your experience participating in our study?:::scale_1	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_5	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	I carefully went over the examples and the instructions.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Causation	span_annotation:::Explicit mentions of no relation	span_annotation:::Correlation
652a648563d36c1a829c372c	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.	3																								[]	[]	[]
652a648563d36c1a829c372c	Psychology_tweet_147_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Because sweet foods are generally seen as being ""forbidden"" foods , some degree of effort was perhaps needed to resist eating too many cookies. In the context of the chaotic environment combined with an out-of-control mindset, increased cookie consumption might have been the result of depleted selfregulatory strength from managing one's emotions under such conditions. Of course, future research is needed to directly test this hypothesis.""><b>Finding:</b></span> In the context of the chaotic environment combined with an out-of-control mindset, increased cookie consumption might have been the result of depleted selfregulatory strength from managing one's emotions under such conditions."	3																								[]	[]	[]
652a648563d36c1a829c372c	Psychology_tweet_197_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our meta-analysis showing that #psychotic experiences associated with #suicide risk ""><b>Finding:</b></span> Our meta-analysis showing that #psychotic experiences associated with #suicide risk "				2																					[]	[]	[]
652a648563d36c1a829c372c	Psychology_219_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Support from one's partner can help -- but only if the smokers have developed skills of their own that help them to stop. Self-efficacy and support

The result: support from their partners is helpful to smokers who wish to stop and it increases their chances of success, provided that they have developed skills of their own that help them to abstain. Such support could involve their partner reminding them of their plan to quit as well as encouraging and supporting them in critical situations.""><b>Finding:</b></span> Support from one's partner can help -- but only if the smokers have developed skills of their own that help them to stop."		1																							[]	[]	[]
652a648563d36c1a829c372c	Experience.html	Experience									5				4			3								Was challenging, but very good to participate in 	[]	[]	[]
652a648563d36c1a829c372c	Psychology_130_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: No significantly increased risk for the offspring of older mothers was found. In contrast, paternal age showed a U-shaped relationship, with the offspring of teenaged fathers having a 28% increased risk for a psychiatric disorder (IRR, 1.28 [95% CI, 1.24-1.32]), whereas the offspring of the fathers 45 years or older had a 34% increased risk (1.34 [1.30-1.39]). Figure 1 shows the relationship between maternal and paternal ages and the risk for any mental disorder when not adjusted and when adjusted for age of the other parent.""><b>Finding:</b></span> In contrast, paternal age showed a U-shaped relationship, with the offspring of teenaged fathers having a 28% increased risk for a psychiatric disorder (IRR, 1.28 [95% CI, 1.24-1.32]), whereas the offspring of the fathers 45 years or older had a 34% increased risk (1.34 [1.30-1.39])."	3																								[]	[]	[]
652a648563d36c1a829c372c	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.				2																					[]	[]	[]
652a648563d36c1a829c372c	Psychology_tweet_147_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Kitchen clutter and chaos linked to overeating. ""><b>Finding:</b></span> Kitchen clutter and chaos linked to overeating. "				2																					[]	[]	[]
652a648563d36c1a829c372c	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
652a648563d36c1a829c372c	Psychology_tweet_197_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However, the content of hallucinations, including the presence of command hallucinations to harm oneself, cannot be said to emerge at random; rather, hallucination content reflects factors present in the thought content of the affected individual. Therefore, command hallucinations to harm oneself may simply reflect underlying suicidal thoughts (as opposed to inducing de novo suicidal thoughts). 23 It could also be the case that distress associated with PEs increases the risk of suicidal behavior.""><b>Finding:</b></span> Therefore, command hallucinations to harm oneself may simply reflect underlying suicidal thoughts (as opposed to inducing de novo suicidal thoughts)."				2																					[]	[]	[]
652a648563d36c1a829c372c	Psychology_tweet_194_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Additionally, participants who were previously naïve to this type of meditation experienced a significantly greater reduction in tension compared with participants experienced in this meditation (P < .001). Feeling of spiritual well-being significantly increased across all participants (P < .001). Tibetan singing bowl meditation may be a feasible low-cost low technology intervention for reducing feelings of tension, anxiety, and depression, and increasing spiritual well-being.""><b>Finding:</b></span> Feeling of spiritual well-being significantly increased across all participants (P < .001)."	3																								[]	[]	[]
652a648563d36c1a829c372c	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
652a648563d36c1a829c372c	Psychology_219_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: than 1.87, the association between volitional self-efficacy and continuous abstinence was significant (p<.lO). As the minimum and maximum of the mean-centred smokingspecific received social support were -2.20 and 1.94, simple slopes for individuals reporting high and low levels of smoking-specific social support were significant (at the 10% level). Similar results emerged in the second moderator analysis that predicted biochemically verified point prevalence at T2 (see Table 3 , first column).""><b>Finding:</b></span> As the minimum and maximum of the mean-centred smokingspecific received social support were -2.20 and 1.94, simple slopes for individuals reporting high and low levels of smoking-specific social support were significant (at the 10% level)."				2																					[]	[]	[]
612bde3f08ed524fa47c2ac2	Psychology_130_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Results for older parents were varied as well. While older women posed increased risk only for mental retardation (which may, the authors say, reflect the well-known association between maternal age and Down syndrome), children with fathers over the age of 45 had a 34% increased risk for psychiatric illnesses overall, and showed a clear trend of steadily increasing risk over the age of 29. The study adds to a growing body of research focused on the specific effects of parental age.""><b>Finding:</b></span> While older women posed increased risk only for mental retardation (which may, the authors say, reflect the well-known association between maternal age and Down syndrome), children with fathers over the age of 45 had a 34% increased risk for psychiatric illnesses overall, and showed a clear trend of steadily increasing risk over the age of 29."				2																					[]	[]	[]
612bde3f08ed524fa47c2ac2	Psychology_171_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Those aged 35 to 49 experienced the highest level of happiness, while those between age 18 and 22 reported a decline in their happiness. A first-born child brought the most happiness, no matter what age the parents were. There was a 50 percent decrease in happiness during the birth of a second child, followed by a total slump by the time the third child is born.""><b>Finding:</b></span> A first-born child brought the most happiness, no matter what age the parents were."			4																						[]	[]	[]
612bde3f08ed524fa47c2ac2	Psychology_171_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: is an exception: they found that first births have a positive effect on parental happiness, but higher order births do not. If a birth is a positive life event, the happiness response to having a child may be strongest when the event is first experienced. Moreover, higher-parity births might increase happiness less than the first birth because of resource dilution.""><b>Finding:</b></span> If a birth is a positive life event, the happiness response to having a child may be strongest when the event is first experienced."			4																						[]	[]	[]
612bde3f08ed524fa47c2ac2	Psychology_tweet_194_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""Tibetan singing bowl meditation ( may be a feasible low-cost technology for reducing feelings of tension, anxiety and depression in individuals who have not previously practiced this form of meditation."" (University of California)
""><b>Finding:</b></span> ""Tibetan singing bowl meditation ( may be a feasible low-cost technology for reducing feelings of tension, anxiety and depression in individuals who have not previously practiced this form of meditation."" (University of California)
"			4																						[]	[]	[]
612bde3f08ed524fa47c2ac2	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.			4																						[]	[]	[]
612bde3f08ed524fa47c2ac2	Psychology_tweet_147_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Because sweet foods are generally seen as being ""forbidden"" foods , some degree of effort was perhaps needed to resist eating too many cookies. In the context of the chaotic environment combined with an out-of-control mindset, increased cookie consumption might have been the result of depleted selfregulatory strength from managing one's emotions under such conditions. Of course, future research is needed to directly test this hypothesis.""><b>Finding:</b></span> In the context of the chaotic environment combined with an out-of-control mindset, increased cookie consumption might have been the result of depleted selfregulatory strength from managing one's emotions under such conditions."	3																								[]	[]	[]
612bde3f08ed524fa47c2ac2	Psychology_tweet_197_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Our meta-analysis showing that #psychotic experiences associated with #suicide risk ""><b>Finding:</b></span> Our meta-analysis showing that #psychotic experiences associated with #suicide risk "				2																					[]	[]	[]
612bde3f08ed524fa47c2ac2	Psychology_219_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Support from one's partner can help -- but only if the smokers have developed skills of their own that help them to stop. Self-efficacy and support

The result: support from their partners is helpful to smokers who wish to stop and it increases their chances of success, provided that they have developed skills of their own that help them to abstain. Such support could involve their partner reminding them of their plan to quit as well as encouraging and supporting them in critical situations.""><b>Finding:</b></span> Support from one's partner can help -- but only if the smokers have developed skills of their own that help them to stop."			4																						[]	[]	[]
612bde3f08ed524fa47c2ac2	Experience.html	Experience						3						2							5					n/a	[]	[]	[]
612bde3f08ed524fa47c2ac2	Psychology_130_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: No significantly increased risk for the offspring of older mothers was found. In contrast, paternal age showed a U-shaped relationship, with the offspring of teenaged fathers having a 28% increased risk for a psychiatric disorder (IRR, 1.28 [95% CI, 1.24-1.32]), whereas the offspring of the fathers 45 years or older had a 34% increased risk (1.34 [1.30-1.39]). Figure 1 shows the relationship between maternal and paternal ages and the risk for any mental disorder when not adjusted and when adjusted for age of the other parent.""><b>Finding:</b></span> In contrast, paternal age showed a U-shaped relationship, with the offspring of teenaged fathers having a 28% increased risk for a psychiatric disorder (IRR, 1.28 [95% CI, 1.24-1.32]), whereas the offspring of the fathers 45 years or older had a 34% increased risk (1.34 [1.30-1.39])."	3																								[]	[]	[]
612bde3f08ed524fa47c2ac2	test_question_testing_Correlation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Correlation. Do not mark any words or phrases.				2																					[]	[]	[]
612bde3f08ed524fa47c2ac2	Psychology_tweet_147_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Kitchen clutter and chaos linked to overeating. ""><b>Finding:</b></span> Kitchen clutter and chaos linked to overeating. "	3																								[]	[]	[]
612bde3f08ed524fa47c2ac2	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
612bde3f08ed524fa47c2ac2	Psychology_tweet_197_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However, the content of hallucinations, including the presence of command hallucinations to harm oneself, cannot be said to emerge at random; rather, hallucination content reflects factors present in the thought content of the affected individual. Therefore, command hallucinations to harm oneself may simply reflect underlying suicidal thoughts (as opposed to inducing de novo suicidal thoughts). 23 It could also be the case that distress associated with PEs increases the risk of suicidal behavior.""><b>Finding:</b></span> Therefore, command hallucinations to harm oneself may simply reflect underlying suicidal thoughts (as opposed to inducing de novo suicidal thoughts)."				2																					[]	[]	[]
612bde3f08ed524fa47c2ac2	Psychology_tweet_194_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Additionally, participants who were previously naïve to this type of meditation experienced a significantly greater reduction in tension compared with participants experienced in this meditation (P < .001). Feeling of spiritual well-being significantly increased across all participants (P < .001). Tibetan singing bowl meditation may be a feasible low-cost low technology intervention for reducing feelings of tension, anxiety, and depression, and increasing spiritual well-being.""><b>Finding:</b></span> Feeling of spiritual well-being significantly increased across all participants (P < .001)."	3																								[]	[]	[]
612bde3f08ed524fa47c2ac2	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
612bde3f08ed524fa47c2ac2	Psychology_219_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: than 1.87, the association between volitional self-efficacy and continuous abstinence was significant (p<.lO). As the minimum and maximum of the mean-centred smokingspecific received social support were -2.20 and 1.94, simple slopes for individuals reporting high and low levels of smoking-specific social support were significant (at the 10% level). Similar results emerged in the second moderator analysis that predicted biochemically verified point prevalence at T2 (see Table 3 , first column).""><b>Finding:</b></span> As the minimum and maximum of the mean-centred smokingspecific received social support were -2.20 and 1.94, simple slopes for individuals reporting high and low levels of smoking-specific social support were significant (at the 10% level)."	3																								[]	[]	[]
60fe86b7f355fc7849a15db5	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.		1																							[]	[]	[]
60fe86b7f355fc7849a15db5	Psychology_494_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""These results prove that disordered eating is detrimental to the physical and mental health of young adults both in the short and long term. To mitigate these long-term negative effects, we must recognise disordered eating early and direct sufferers to treatment,"" says Karkkainen. Eating can also be considered disordered if a person meticulously plans each meal long into the future, counts calories and weighs foods, follows an excessively strict diet or cuts certain foods from their diet claiming health or ethical reasons, when the real motivation is weight loss.""><b>Finding:</b></span> To mitigate these long-term negative effects, we must recognise disordered eating early and direct sufferers to treatment,"" says Karkkainen."	3																								[]	[]	[]
60fe86b7f355fc7849a15db5	Psychology_261_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Within the limits of our measures with 3-year-old children (for whom 36 total trials is quite demanding), the results suggest that hearing a label quickly enabled children to more rapidly find the target object amidst distractors and that repeated visual exposures to the target more incrementally led children to just as rapid search. The pattern fits the hypothesis that labeling, by activating categoryspecific shape features of the target in visual working memory, resulted in faster performance with less repetition of the visual information. The four experiments reported here show that hearing the name of an object improves 3-year-old children's ability to find that object in an array.""><b>Finding:</b></span> The pattern fits the hypothesis that labeling, by activating categoryspecific shape features of the target in visual working memory, resulted in faster performance with less repetition of the visual information."	3																								[]	[]	[]
60fe86b7f355fc7849a15db5	Psychology_tweet_140_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Difference in attention at 3 months assoc w/ C-section vs. vaginal birth ($) ""><b>Finding:</b></span> Difference in attention at 3 months assoc w/ C-section vs. vaginal birth ($) "				2																					[]	[]	[]
60fe86b7f355fc7849a15db5	Psychology_105_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We found significant and specific maturational lag in connections within default mode network (DMN) and in DMN interconnections with two task positive networks (TPNs): frontoparietal network and ventral attention network. In particular, lag was observed within the midline core of the DMN, as well as in DMN connections with right lateralized prefrontal regions (in frontoparietal network) and anterior insula (in ventral attention network). Our finding of maturational lag specifically in connections within and between these networks suggests a developmental etiology for the deficits proposed in these models.""><b>Finding:</b></span> We found significant and specific maturational lag in connections within default mode network (DMN) and in DMN interconnections with two task positive networks (TPNs): frontoparietal network and ventral attention network."				2																					[]	[]	[]
60fe86b7f355fc7849a15db5	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.			4																						[]	[]	[]
60fe86b7f355fc7849a15db5	Psychology_105_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The researchers found lags in development of connection within the internally-focused network, called the default mode network or DMN, and in development of connections between DMN and two networks that process externally-focused tasks, often called task-positive networks, or TPNs. They could even see that the lags in connection development with the two task-related networks -- the frontoparietal and ventral attention networks -- were located primarily in two specific areas of the brain. The new findings mesh well with what other researchers have found by examining the physical structure of the brains of people with and without ADHD in other ways.""><b>Finding:</b></span> They could even see that the lags in connection development with the two task-related networks -- the frontoparietal and ventral attention networks -- were located primarily in two specific areas of the brain."	3																								[]	[]	[]
60fe86b7f355fc7849a15db5	Experience.html	Experience						3						2						4							[]	[]	[]
60fe86b7f355fc7849a15db5	Psychology_494_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: On average, the BMI of individuals with AN is lower than the BMI of those with BN, which is lower than the BMI of those with BED. Signs and symptoms of an eating disorder should always be taken seriously and not dismissed or minimized. Immediate attention is warranted, and a comprehensive evaluation should be the first step in treatment planning (American Psychiatric Association, 2006; National Collaborating Centre for Mental Health, 2004 ).""><b>Finding:</b></span> Signs and symptoms of an eating disorder should always be taken seriously and not dismissed or minimized."	3																								[]	[]	[]
60fe86b7f355fc7849a15db5	Psychology_17_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Risk was particularly high for infantile autism before age five years (HR ¼ 2.06; 95% CI: 1.36-3.13). Circumcised boys in non-Muslim families were also more likely to develop hyperkinetic disorder (HR ¼ 1.81; 95% CI: 1.11-2.96). Associations with asthma were consistently inconspicuous (HR ¼ 0.96; 95% CI: 0.84-1.10).""><b>Finding:</b></span> Circumcised boys in non-Muslim families were also more likely to develop hyperkinetic disorder (HR ¼ 1.81; 95% CI: 1.11-2.96)."	3																								[]	[]	[]
60fe86b7f355fc7849a15db5	Psychology_261_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Cognitive scientists Catarina Vales and Linda Smith say that their findings open up new avenues for research into the way language shapes the course of developmental disabilities such as ADHD, difficulties with school, and other attention-related problems. ""If the name of the target object was also said, the children were much faster at finding it and less distracted by the other objects in the scene,"" Vales, a graduate student in the Department of Psychological and Brain Sciences, said in a recent statement. ""What we've shown is that in 3-year-old children, words activate memories that then rapidly deploy attention and lead children to find the relevant object in a cluttered array,"" said Smith, Chancellor's Professor in the Department of Psychological and Brain Sciences.""><b>Finding:</b></span> ""If the name of the target object was also said, the children were much faster at finding it and less distracted by the other objects in the scene,"" Vales, a graduate student in the Department of Psychological and Brain Sciences, said in a recent statement."	3																								[]	[]	[]
60fe86b7f355fc7849a15db5	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes			[]	[]	[]
60fe86b7f355fc7849a15db5	Psychology_239_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: This is likely easier to accomplish for lifestyle brands and brands with strong personalities . Finally, we suggest that the adjustments to self-perceptions produced by behaviorally targeted ads may not only improve sales of the featured product at the time of ad exposure, but also future sales of the product and, potentially, of the entire category. Specifically, when consumers accept the label they infer from a behaviorally targeted ad, the extent to which they use these self-perceptions as a basis for making a purchase decision increases.""><b>Finding:</b></span> Finally, we suggest that the adjustments to self-perceptions produced by behaviorally targeted ads may not only improve sales of the featured product at the time of ad exposure, but also future sales of the product and, potentially, of the entire category."				2																					[]	[]	[]
60fe86b7f355fc7849a15db5	Psychology_239_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""The ad has to be plausible to the consumer for it have any effect,"" Reczek said. While the advertising industry has been reluctant to tout its use of targeted ads because of privacy concerns, this research suggests there may be benefits for companies that indicate to consumers that they are sending ads meant specifically for them. ""If you're a person who goes out hiking occasionally and you see a behaviorally targeted ad for hiking boots that suggests you're rugged and outdoorsy, our results suggest you will feel more outdoorsy and then be more likely to buy that product,"" Reczek said.""><b>Finding:</b></span> While the advertising industry has been reluctant to tout its use of targeted ads because of privacy concerns, this research suggests there may be benefits for companies that indicate to consumers that they are sending ads meant specifically for them."		1																							[]	[]	[]
60fe86b7f355fc7849a15db5	Psychology_17_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: They found that regardless of cultural background circumcised boys may run a greater risk of developing ASD. The researchers also made the observation of an increased risk of hyperactivity disorder among circumcised boys in non-Muslim families. Risk was particularly high for infantile autism before the age of five, at least in epidemiology.""><b>Finding:</b></span> The researchers also made the observation of an increased risk of hyperactivity disorder among circumcised boys in non-Muslim families."	3																								[]	[]	[]
60fe86b7f355fc7849a15db5	Psychology_tweet_140_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 3 , the interaction of target condition and birth experience was also not significant, F(1, 352) = 0.08, n.s., indicating that the differences in saccade latencies of vaginally delivered infants relative to infants delivered by caesarean section were similar when a target was presented alone (vaginal . Thus, irrespective of whether infants had to initiate a saccadic eye movement to a single item or to a stimulus item in the presence of a competing item, those who were delivered by caesarean section took longer to allocate attention and initiate that eye movement than did those who were delivered vaginally. Alternatively, the slowed attentional responses of caesarean-section infants relative to vaginal infants might have been due to other factors.""><b>Finding:</b></span> Thus, irrespective of whether infants had to initiate a saccadic eye movement to a single item or to a stimulus item in the presence of a competing item, those who were delivered by caesarean section took longer to allocate attention and initiate that eye movement than did those who were delivered vaginally."				2																					[]	[]	[]
60fe86b7f355fc7849a15db5	Causality Examples.html	Causality Examples																							I carefully went over the examples and the instructions.:::Yes		[]	[]	[]
5e316786814a08000dfb4bdb	test_question_testing_No mention of a relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select No mention of a relation. Do not mark any words or phrases.		1																							[]	[]	[]
5e316786814a08000dfb4bdb	Psychology_494_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""These results prove that disordered eating is detrimental to the physical and mental health of young adults both in the short and long term. To mitigate these long-term negative effects, we must recognise disordered eating early and direct sufferers to treatment,"" says Karkkainen. Eating can also be considered disordered if a person meticulously plans each meal long into the future, counts calories and weighs foods, follows an excessively strict diet or cuts certain foods from their diet claiming health or ethical reasons, when the real motivation is weight loss.""><b>Finding:</b></span> To mitigate these long-term negative effects, we must recognise disordered eating early and direct sufferers to treatment,"" says Karkkainen."		1																							[]	[]	[]
5e316786814a08000dfb4bdb	Psychology_261_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Within the limits of our measures with 3-year-old children (for whom 36 total trials is quite demanding), the results suggest that hearing a label quickly enabled children to more rapidly find the target object amidst distractors and that repeated visual exposures to the target more incrementally led children to just as rapid search. The pattern fits the hypothesis that labeling, by activating categoryspecific shape features of the target in visual working memory, resulted in faster performance with less repetition of the visual information. The four experiments reported here show that hearing the name of an object improves 3-year-old children's ability to find that object in an array.""><b>Finding:</b></span> The pattern fits the hypothesis that labeling, by activating categoryspecific shape features of the target in visual working memory, resulted in faster performance with less repetition of the visual information."	3																								[{'start': 1010, 'end': 1019, 'span': 'resulted ', 'annotation': 'Causation'}]	[]	[]
5e316786814a08000dfb4bdb	Psychology_tweet_140_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Difference in attention at 3 months assoc w/ C-section vs. vaginal birth ($) ""><b>Finding:</b></span> Difference in attention at 3 months assoc w/ C-section vs. vaginal birth ($) "		1																							[]	[]	[]
5e316786814a08000dfb4bdb	Psychology_105_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: We found significant and specific maturational lag in connections within default mode network (DMN) and in DMN interconnections with two task positive networks (TPNs): frontoparietal network and ventral attention network. In particular, lag was observed within the midline core of the DMN, as well as in DMN connections with right lateralized prefrontal regions (in frontoparietal network) and anterior insula (in ventral attention network). Our finding of maturational lag specifically in connections within and between these networks suggests a developmental etiology for the deficits proposed in these models.""><b>Finding:</b></span> We found significant and specific maturational lag in connections within default mode network (DMN) and in DMN interconnections with two task positive networks (TPNs): frontoparietal network and ventral attention network."		1																							[]	[]	[]
5e316786814a08000dfb4bdb	test_question_testing_Explicitly states: no relation	<b>Reported Finding:</b> Exposure to traffic noise at the office increases stress levels. This is a test question, please select Explicitly states: no relation. Do not mark any words or phrases.			4																						[]	[]	[]
5e316786814a08000dfb4bdb	Psychology_105_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The researchers found lags in development of connection within the internally-focused network, called the default mode network or DMN, and in development of connections between DMN and two networks that process externally-focused tasks, often called task-positive networks, or TPNs. They could even see that the lags in connection development with the two task-related networks -- the frontoparietal and ventral attention networks -- were located primarily in two specific areas of the brain. The new findings mesh well with what other researchers have found by examining the physical structure of the brains of people with and without ADHD in other ways.""><b>Finding:</b></span> They could even see that the lags in connection development with the two task-related networks -- the frontoparietal and ventral attention networks -- were located primarily in two specific areas of the brain."		1																							[]	[]	[]
5e316786814a08000dfb4bdb	Experience.html	Experience						3						2				3									[]	[]	[]
5e316786814a08000dfb4bdb	Psychology_494_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: On average, the BMI of individuals with AN is lower than the BMI of those with BN, which is lower than the BMI of those with BED. Signs and symptoms of an eating disorder should always be taken seriously and not dismissed or minimized. Immediate attention is warranted, and a comprehensive evaluation should be the first step in treatment planning (American Psychiatric Association, 2006; National Collaborating Centre for Mental Health, 2004 ).""><b>Finding:</b></span> Signs and symptoms of an eating disorder should always be taken seriously and not dismissed or minimized."		1																							[]	[]	[]
5e316786814a08000dfb4bdb	Psychology_17_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Risk was particularly high for infantile autism before age five years (HR ¼ 2.06; 95% CI: 1.36-3.13). Circumcised boys in non-Muslim families were also more likely to develop hyperkinetic disorder (HR ¼ 1.81; 95% CI: 1.11-2.96). Associations with asthma were consistently inconspicuous (HR ¼ 0.96; 95% CI: 0.84-1.10).""><b>Finding:</b></span> Circumcised boys in non-Muslim families were also more likely to develop hyperkinetic disorder (HR ¼ 1.81; 95% CI: 1.11-2.96)."				2																					[]	[]	[{'start': 555, 'end': 562, 'span': 'likely ', 'annotation': 'Correlation'}]
