user	instance_id	displayed_text	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	Level-of-generality:::Finding B	Level-of-generality:::They are at the same level of generality	Level-of-generality:::Finding A	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	Please feel free to leave any comments about our study (optional):::text_box
5c94bac30955b70012a521ce	Medicine_400	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Among the 188 participants, 66 percent reported having received food stamps, 58 percent reported housing instability (either being thrown out of their house or running away from home), 52 percent reported living in neighborhoods with poor quality (living on a street with abandoned homes or apartments; buildings with broken windows; and/or homes with bars on the windows and doors) and 27 percent indicated gang involvement. Low levels of self-esteem and poor emotional processing skills were significantly correlated with gang involvement, as were low levels of parental monitoring, poor parental communication and housing instability. ""Adolescents who have strained relationships with positive family and community members and have displaced housing may find a sense of belonging with gangs,"" Voisin said.""><b>Finding A:</b></span> Low levels of self-esteem and poor emotional processing skills were significantly correlated with gang involvement, as were low levels of parental monitoring, poor parental communication and housing instability.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Similarly, our findings support earlier studies documenting that emotional processing ability has been associated with the quality of social interactions with both friends and family , and antisocial behavior and delinquency over time ). Major findings also indicated that low levels of parental monitoring, poor parental communication and housing instability were significantly associated with gang involvement. Our findings support social control theory .""><b>Finding B:</b></span> Major findings also indicated that low levels of parental monitoring, poor parental communication and housing instability were significantly associated with gang involvement."					3																	
5c94bac30955b70012a521ce	Medicine_350	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: They say their findings could lead to new ways to identify people at high risk for Alzheimer's. ""The main message from this study is that ophthalmologists should be more aware of the risks of developing dementia for people with these eye conditions and primary care doctors seeing patients with these eye conditions might be more careful on checking on possible dementia or memory loss,"" Lee explained in a university news release. Patients with age-related macular degeneration, diabetic retinopathy or glaucoma had a 40 to 50 percent greater risk of Alzheimer's disease than those without the eye conditions, the researchers said.""><b>Finding A:</b></span> They say their findings could lead to new ways to identify people at high risk for Alzheimer's.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Similarly, a retrospective study using 5% of Medicare claims data revealed no increased AD risk in people with glaucoma (n 5 63,235) compared with propensity score-matched people without glaucoma during 14 years of follow-up (HR 0.91, [0.88, 0.93]) . In contrast, a smaller population-based cohort of 812 in three French cities showed substantially increased dementia risk (odds ratio 3.9, [1.5, 10.4]) in participants with glaucoma during 3 years, but only analyzed 2436 person-years, roughly 1/6 of our follow-up . The Rotterdam Study followed 1438 dementia-free participants aged 75 years for an average of 25 months and found increased AD risk in those with advanced AMD (HR 2.1, [1.1, 4.3] ), but this became insignificant with smoking and atherosclerosis included in the model .""><b>Finding B:</b></span> In contrast, a smaller population-based cohort of 812 in three French cities showed substantially increased dementia risk (odds ratio 3.9, [1.5, 10.4]) in participants with glaucoma during 3 years, but only analyzed 2436 person-years, roughly 1/6 of our follow-up ."						1																
5c94bac30955b70012a521ce	Consent.html	Consent	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																			
5c94bac30955b70012a521ce	Medicine_283	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The benefits of circuit training

When it comes down to it, the benefits of circuit training are to burn fat and build muscle, Ryan says. Circuit training is also a great way to improve your muscular endurance and strength. Circuit training helps with building muscular endurance because there aren't any rests between exercises; you go from one move to the next.""><b>Finding A:</b></span> Circuit training is also a great way to improve your muscular endurance and strength.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Third, studies involving both sexes may be needed to clarify the sex-based differences in the effect of such exercise on the calcaneus QUS status. In conclusion, I observed how circuit training at home can improve the calcaneus QUS status, such as QUS-SI, QUS-SOS, and QUS-BUA, as well as build muscle while losing fat mass through easy sports activities among young females. These findings suggest that circuit training can help females attain significantly greater bone mass and muscle mass and may reduce their risk of osteoporosis or cardiovascular disease in later life.""><b>Finding B:</b></span> In conclusion, I observed how circuit training at home can improve the calcaneus QUS status, such as QUS-SI, QUS-SOS, and QUS-BUA, as well as build muscle while losing fat mass through easy sports activities among young females."						1																
5c94bac30955b70012a521ce	test_question_testing_They are at the same level of generality	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select They are at the same level of generality.					3																	
5c94bac30955b70012a521ce	Medicine_1	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: In addition, the positive and negative predictive values were 73.1 percent and 91.2 percent, respectively. The researchers concluded that the presence of acute brain lesions was significantly associated with the development of delayed neurological sequelae. Diffusion-weighted imaging during the acute phase of carbon monoxide poisoning may therefore help identify patients at risk of developing these debilitating sequelae.""><b>Finding A:</b></span> The researchers concluded that the presence of acute brain lesions was significantly associated with the development of delayed neurological sequelae.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Multivariable logistic regression analysis indicated that the presence of acute brain lesions was independently associated with development of delayed neurological sequelae (adjusted odds ratio, 13.93; 95% CI, 7.16-27.11; P < .001). The sensitivity and specificity of acute brain lesions to assess the probability of delayed neurological sequelae were 75.2% (95% CI, 66.8%-83.7%) and 90.2% (95% CI, 86.8%-93.7%), respectively. In addition, the positive and negative predictive values were 73.1% (95% CI, 64.6%-81.6%) and 91.2% (95% CI, 87.9%-94.5%), respectively.""><b>Finding B:</b></span> Multivariable logistic regression analysis indicated that the presence of acute brain lesions was independently associated with development of delayed neurological sequelae (adjusted odds ratio, 13.93; 95% CI, 7.16-27.11; P < .001)."					3																	
5c94bac30955b70012a521ce	Medicine_tweet_50	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Lianas reduce net carbon storage in #tropicalforests by 75%!  Lianas on the rise, implications for the land C sink ""><b>Finding A:</b></span> Lianas reduce net carbon storage in #tropicalforests by 75%!  Lianas on the rise, implications for the land C sink <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Longer-term data are needed to assess whether this initial difference in carbon sink potential persists over time. Notwithstanding, our results indicate that, due to their unique attributes, lianas have the potential to severely reduce both the carbon sink potential and long-term carbon storage capacity of tropical forests. While the strength of the liana effect will vary with the density and biomass of lianas, the increase in liana density, biomass, and productivity reported in many neotropical forests (9, 10, 23) may be partially responsible for the longterm decline in the Amazonian carbon sink , which in turn contributes to increasing atmospheric carbon dioxide levels and accelerated climate change.""><b>Finding B:</b></span> Notwithstanding, our results indicate that, due to their unique attributes, lianas have the potential to severely reduce both the carbon sink potential and long-term carbon storage capacity of tropical forests."						1																
5c94bac30955b70012a521ce	Generalization Examples.html	Generalization Examples							I carefully went over the examples and the instructions.:::Yes															
5c94bac30955b70012a521ce	Experience.html	Experience									5						2		5					
5c94bac30955b70012a521ce	Medicine_tweet_170	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Abstract: Teens who regularly use synthetic cannabinoids more likely 2 report polydrug use than marijuana-only users ""><b>Finding A:</b></span> Abstract: Teens who regularly use synthetic cannabinoids more likely 2 report polydrug use than marijuana-only users <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Although previous studies have revealed that marijuana users are at high risk for use, this study revealed risk factors among current marijuana users that increase risk of current use and higher-frequency use of SCs. Prevention needs to be focused primarily on marijuana users, especially marijuana users with risk factors discovered in this analysis. Marijuana users who use other drugs in particular are at highest risk for currently using SCs, so particular focus needs to be paid to these individuals at high risk.""><b>Finding B:</b></span> Marijuana users who use other drugs in particular are at highest risk for currently using SCs, so particular focus needs to be paid to these individuals at high risk."					3																	
5c94bac30955b70012a521ce	Medicine_tweet_53	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: stat. meth in Swedish trials has led to overestimat of risk reduction in breast cancer death due to mammo screening. ""><b>Finding A:</b></span> stat. meth in Swedish trials has led to overestimat of risk reduction in breast cancer death due to mammo screening. <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The compensation argument invoked by Swedish trial investigators 6, is thus not tenable. Our re-calculations of Swedish trial revealed that risks of breast cancer death were similar for cancers found during the intervention and the post-intervention periods, indicating that reductions in the risk of breast cancer death also applied to cancer cases diagnosed when screening (or absence of screening) was the same in both screening and control groups. Such result is compatible with an effect of being allocated to the screening or to the control group on the risk of breast cancer death (allocation effect), but not with an effect of mammography screening (screening effect) on that risk.""><b>Finding B:</b></span> Our re-calculations of Swedish trial revealed that risks of breast cancer death were similar for cancers found during the intervention and the post-intervention periods, indicating that reductions in the risk of breast cancer death also applied to cancer cases diagnosed when screening (or absence of screening) was the same in both screening and control groups."						1																
5c94bac30955b70012a521ce	Medicine_410	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""However, it is likely that it could slide along the leaf surface following impact, which would reduce the impact force experienced,"" he said. ""While it's true that landing on plant surfaces following escape-induced jumps can result in very high impact forces that challenge adhesive capacity, these can be mitigated by the bending of the leaf and/or stem."" According to Higham, one way to imagine the challenges faced by such geckos in suddenly arresting their falls would be to think of a skydiver reaching terminal velocity and then grabbing a support in mid-fall and stopping without using a parachute to slow down.""><b>Finding A:</b></span> ""While it's true that landing on plant surfaces following escape-induced jumps can result in very high impact forces that challenge adhesive capacity, these can be mitigated by the bending of the leaf and/or stem.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: In addition to the possibility that the drag coefficient might be modulated mid-air by altering the angle of attack, T. rapicauda may be able to move horizontally, thereby adjusting its glide path to permit the selection of specific landing surfaces. We show that landing on plant surfaces following escapeinduced jumps can result in very high impact forces that challenge adhesive capacity, but that these are mitigated by the bending of the leaf and petiole. Increased understanding of how geckos interact with plant surfaces will yield new insights into how innovations facilitate and/or limit extreme behaviours.""><b>Finding B:</b></span> We show that landing on plant surfaces following escapeinduced jumps can result in very high impact forces that challenge adhesive capacity, but that these are mitigated by the bending of the leaf and petiole."						1																
5c94bac30955b70012a521ce	Medicine_217	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: They add: ""Taiwan has relatively low type 1 diabetes incidence; we believe that the marked escalation of the said incidence in recent decades can be largely attributed to the highly endemic spread of enterovirus infection in Taiwanese children, given that there has been little gene flow and genetic drift in such a short period."" They conclude: ""This nationwide retrospective cohort study found a positive correlation of type 1 diabetes with EV infection. Our results suggest that preventive strategies, such as an effective vaccine against EV infection, may lessen the incidence of type 1 diabetes in Taiwan.""""><b>Finding A:</b></span> Our results suggest that preventive strategies, such as an effective vaccine against EV infection, may lessen the incidence of type 1 diabetes in Taiwan.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Compared with the non-EV group, the EV group had a significantly higher prevalence of atopic dermatitis, allergic rhinitis and bronchial asthma ( Table 1) . The incidence rate of type 1 diabetes was lower in the non-EV than the EV group (4 vs 6 per 100,000 person-years; incidence rate ratio 1.48 [95% CI 1.19, 1.83]) ( Table 2 ). The incidence rate proved consistently lower for the non-EV than the EV group, except for children aged 10 years and over, as well as those with allergic rhinitis or bronchial asthma.""><b>Finding B:</b></span> The incidence rate of type 1 diabetes was lower in the non-EV than the EV group (4 vs 6 per 100,000 person-years; incidence rate ratio 1.48 [95% CI 1.19, 1.83]) ( Table 2 )."						1																
5c94bac30955b70012a521ce	Medicine_tweet_63	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Using your mobile phone during #pregnancy is unlikely to cause adverse neurodevelopmental effects  #bmcpublichealth""><b>Finding A:</b></span> Using your mobile phone during #pregnancy is unlikely to cause adverse neurodevelopmental effects  #bmcpublichealth<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: These associations were confirmed by dose-response trends, even after excluding non-users. Our unique findings do not support the hypothesis of adverse effects on children's language, communication and motor skills due to maternal cell phone use during gestation. Nevertheless, in the Spanish study cell phone users had children who scored higher in the Bayley mental scale and in the Danish study there was a trend for lower risk for cognitive/language delay at 6 months [ .""><b>Finding B:</b></span> Our unique findings do not support the hypothesis of adverse effects on children's language, communication and motor skills due to maternal cell phone use during gestation."						1																
5c94bac30955b70012a521ce	test_question_testing_Finding A	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select Finding A.						1																
5c94bac30955b70012a521ce	Medicine_tweet_66	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Excited to have our new @username study out in @username showing use of video visits for #telehealth has increased dramatically in the U.S. (from 6.6% in 2013 to 21.6% in 2016); however, use lowest for Medicaid, low income and rural populations. ""><b>Finding A:</b></span> Excited to have our new @username study out in @username showing use of video visits for #telehealth has increased dramatically in the U.S. (from 6.6% in 2013 to 21.6% in 2016); however, use lowest for Medicaid, low income and rural populations. <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: [31] Demonstrating the role that telehealth can play in achieving the Triple Aim of improving quality and health outcomes while lowering the cost of care could prove to be a powerful incentive for increased uptake. The use of telehealth increased dramatically in the period 2013-16 across all population groups. While we found evidence that populations with limited mobility (such as Medicare beneficiaries younger than age sixty-five and people with selfreported physical or mental health concerns that limit their activities) were among the highest users, key underserved populations (including Medicaid, low-income, and rural populations) had significantly lower use of telehealth.""><b>Finding B:</b></span> The use of telehealth increased dramatically in the period 2013-16 across all population groups."				2																		
5c94bac30955b70012a521ce	Medicine_282	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: That display likely acts as a homing beacon for insects, including the flies and moths that the researchers observed alighting on E. foeminiea that evening. Although the light of the half moon would likely be sufficient to illuminate the pollen, the full moon alone remains up throughout the entire night, so the researchers think that E. foeminiea maximizes the effect for efficiency. While some pollen drops did appear during the full moons of August and September, there were significantly fewer cones, suggesting that E. foeminiea, like its relatives, peaks in summer.""><b>Finding A:</b></span> Although the light of the half moon would likely be sufficient to illuminate the pollen, the full moon alone remains up throughout the entire night, so the researchers think that E. foeminiea maximizes the effect for efficiency.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: This fits well with our field sites in the Balkans, where a cloudy sky is rare in the summer and no high trees shade the environment. The moon may further be crucial for pollinator attraction. While investigated species of Gnetum emit easily detectable scent (C. Rydin 2014, personal observation and ), Ephedra does not.""><b>Finding B:</b></span> The moon may further be crucial for pollinator attraction."				2																		
62714a240ed387f760f6741b	Medicine_400	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Among the 188 participants, 66 percent reported having received food stamps, 58 percent reported housing instability (either being thrown out of their house or running away from home), 52 percent reported living in neighborhoods with poor quality (living on a street with abandoned homes or apartments; buildings with broken windows; and/or homes with bars on the windows and doors) and 27 percent indicated gang involvement. Low levels of self-esteem and poor emotional processing skills were significantly correlated with gang involvement, as were low levels of parental monitoring, poor parental communication and housing instability. ""Adolescents who have strained relationships with positive family and community members and have displaced housing may find a sense of belonging with gangs,"" Voisin said.""><b>Finding A:</b></span> Low levels of self-esteem and poor emotional processing skills were significantly correlated with gang involvement, as were low levels of parental monitoring, poor parental communication and housing instability.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Similarly, our findings support earlier studies documenting that emotional processing ability has been associated with the quality of social interactions with both friends and family , and antisocial behavior and delinquency over time ). Major findings also indicated that low levels of parental monitoring, poor parental communication and housing instability were significantly associated with gang involvement. Our findings support social control theory .""><b>Finding B:</b></span> Major findings also indicated that low levels of parental monitoring, poor parental communication and housing instability were significantly associated with gang involvement."					3																	
62714a240ed387f760f6741b	Medicine_350	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: They say their findings could lead to new ways to identify people at high risk for Alzheimer's. ""The main message from this study is that ophthalmologists should be more aware of the risks of developing dementia for people with these eye conditions and primary care doctors seeing patients with these eye conditions might be more careful on checking on possible dementia or memory loss,"" Lee explained in a university news release. Patients with age-related macular degeneration, diabetic retinopathy or glaucoma had a 40 to 50 percent greater risk of Alzheimer's disease than those without the eye conditions, the researchers said.""><b>Finding A:</b></span> They say their findings could lead to new ways to identify people at high risk for Alzheimer's.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Similarly, a retrospective study using 5% of Medicare claims data revealed no increased AD risk in people with glaucoma (n 5 63,235) compared with propensity score-matched people without glaucoma during 14 years of follow-up (HR 0.91, [0.88, 0.93]) . In contrast, a smaller population-based cohort of 812 in three French cities showed substantially increased dementia risk (odds ratio 3.9, [1.5, 10.4]) in participants with glaucoma during 3 years, but only analyzed 2436 person-years, roughly 1/6 of our follow-up . The Rotterdam Study followed 1438 dementia-free participants aged 75 years for an average of 25 months and found increased AD risk in those with advanced AMD (HR 2.1, [1.1, 4.3] ), but this became insignificant with smoking and atherosclerosis included in the model .""><b>Finding B:</b></span> In contrast, a smaller population-based cohort of 812 in three French cities showed substantially increased dementia risk (odds ratio 3.9, [1.5, 10.4]) in participants with glaucoma during 3 years, but only analyzed 2436 person-years, roughly 1/6 of our follow-up ."						1																
62714a240ed387f760f6741b	Consent.html	Consent	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes																			
62714a240ed387f760f6741b	Medicine_283	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: The benefits of circuit training

When it comes down to it, the benefits of circuit training are to burn fat and build muscle, Ryan says. Circuit training is also a great way to improve your muscular endurance and strength. Circuit training helps with building muscular endurance because there aren't any rests between exercises; you go from one move to the next.""><b>Finding A:</b></span> Circuit training is also a great way to improve your muscular endurance and strength.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Third, studies involving both sexes may be needed to clarify the sex-based differences in the effect of such exercise on the calcaneus QUS status. In conclusion, I observed how circuit training at home can improve the calcaneus QUS status, such as QUS-SI, QUS-SOS, and QUS-BUA, as well as build muscle while losing fat mass through easy sports activities among young females. These findings suggest that circuit training can help females attain significantly greater bone mass and muscle mass and may reduce their risk of osteoporosis or cardiovascular disease in later life.""><b>Finding B:</b></span> In conclusion, I observed how circuit training at home can improve the calcaneus QUS status, such as QUS-SI, QUS-SOS, and QUS-BUA, as well as build muscle while losing fat mass through easy sports activities among young females."						1																
62714a240ed387f760f6741b	test_question_testing_They are at the same level of generality	<b>Finding A:</b> Magnesium potentially has many health benefits.<br><b>Finding B:</b> This is a test question, please select They are at the same level of generality.					3																	
62714a240ed387f760f6741b	Medicine_1	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: In addition, the positive and negative predictive values were 73.1 percent and 91.2 percent, respectively. The researchers concluded that the presence of acute brain lesions was significantly associated with the development of delayed neurological sequelae. Diffusion-weighted imaging during the acute phase of carbon monoxide poisoning may therefore help identify patients at risk of developing these debilitating sequelae.""><b>Finding A:</b></span> The researchers concluded that the presence of acute brain lesions was significantly associated with the development of delayed neurological sequelae.<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Multivariable logistic regression analysis indicated that the presence of acute brain lesions was independently associated with development of delayed neurological sequelae (adjusted odds ratio, 13.93; 95% CI, 7.16-27.11; P < .001). The sensitivity and specificity of acute brain lesions to assess the probability of delayed neurological sequelae were 75.2% (95% CI, 66.8%-83.7%) and 90.2% (95% CI, 86.8%-93.7%), respectively. In addition, the positive and negative predictive values were 73.1% (95% CI, 64.6%-81.6%) and 91.2% (95% CI, 87.9%-94.5%), respectively.""><b>Finding B:</b></span> Multivariable logistic regression analysis indicated that the presence of acute brain lesions was independently associated with development of delayed neurological sequelae (adjusted odds ratio, 13.93; 95% CI, 7.16-27.11; P < .001)."						1																
62714a240ed387f760f6741b	Medicine_tweet_50	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Lianas reduce net carbon storage in #tropicalforests by 75%!  Lianas on the rise, implications for the land C sink ""><b>Finding A:</b></span> Lianas reduce net carbon storage in #tropicalforests by 75%!  Lianas on the rise, implications for the land C sink <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Longer-term data are needed to assess whether this initial difference in carbon sink potential persists over time. Notwithstanding, our results indicate that, due to their unique attributes, lianas have the potential to severely reduce both the carbon sink potential and long-term carbon storage capacity of tropical forests. While the strength of the liana effect will vary with the density and biomass of lianas, the increase in liana density, biomass, and productivity reported in many neotropical forests (9, 10, 23) may be partially responsible for the longterm decline in the Amazonian carbon sink , which in turn contributes to increasing atmospheric carbon dioxide levels and accelerated climate change.""><b>Finding B:</b></span> Notwithstanding, our results indicate that, due to their unique attributes, lianas have the potential to severely reduce both the carbon sink potential and long-term carbon storage capacity of tropical forests."				2																		
62714a240ed387f760f6741b	Generalization Examples.html	Generalization Examples							I carefully went over the examples and the instructions.:::Yes															
62714a240ed387f760f6741b	Experience.html	Experience										4				4					4			
62714a240ed387f760f6741b	Medicine_tweet_170	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: Abstract: Teens who regularly use synthetic cannabinoids more likely 2 report polydrug use than marijuana-only users ""><b>Finding A:</b></span> Abstract: Teens who regularly use synthetic cannabinoids more likely 2 report polydrug use than marijuana-only users <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Although previous studies have revealed that marijuana users are at high risk for use, this study revealed risk factors among current marijuana users that increase risk of current use and higher-frequency use of SCs. Prevention needs to be focused primarily on marijuana users, especially marijuana users with risk factors discovered in this analysis. Marijuana users who use other drugs in particular are at highest risk for currently using SCs, so particular focus needs to be paid to these individuals at high risk.""><b>Finding B:</b></span> Marijuana users who use other drugs in particular are at highest risk for currently using SCs, so particular focus needs to be paid to these individuals at high risk."				2																		
62714a240ed387f760f6741b	Medicine_tweet_53	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: stat. meth in Swedish trials has led to overestimat of risk reduction in breast cancer death due to mammo screening. ""><b>Finding A:</b></span> stat. meth in Swedish trials has led to overestimat of risk reduction in breast cancer death due to mammo screening. <br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: The compensation argument invoked by Swedish trial investigators 6, is thus not tenable. Our re-calculations of Swedish trial revealed that risks of breast cancer death were similar for cancers found during the intervention and the post-intervention periods, indicating that reductions in the risk of breast cancer death also applied to cancer cases diagnosed when screening (or absence of screening) was the same in both screening and control groups. Such result is compatible with an effect of being allocated to the screening or to the control group on the risk of breast cancer death (allocation effect), but not with an effect of mammography screening (screening effect) on that risk.""><b>Finding B:</b></span> Our re-calculations of Swedish trial revealed that risks of breast cancer death were similar for cancers found during the intervention and the post-intervention periods, indicating that reductions in the risk of breast cancer death also applied to cancer cases diagnosed when screening (or absence of screening) was the same in both screening and control groups."						1																
62714a240ed387f760f6741b	Medicine_410	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: ""However, it is likely that it could slide along the leaf surface following impact, which would reduce the impact force experienced,"" he said. ""While it's true that landing on plant surfaces following escape-induced jumps can result in very high impact forces that challenge adhesive capacity, these can be mitigated by the bending of the leaf and/or stem."" According to Higham, one way to imagine the challenges faced by such geckos in suddenly arresting their falls would be to think of a skydiver reaching terminal velocity and then grabbing a support in mid-fall and stopping without using a parachute to slow down.""><b>Finding A:</b></span> ""While it's true that landing on plant surfaces following escape-induced jumps can result in very high impact forces that challenge adhesive capacity, these can be mitigated by the bending of the leaf and/or stem.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: In addition to the possibility that the drag coefficient might be modulated mid-air by altering the angle of attack, T. rapicauda may be able to move horizontally, thereby adjusting its glide path to permit the selection of specific landing surfaces. We show that landing on plant surfaces following escapeinduced jumps can result in very high impact forces that challenge adhesive capacity, but that these are mitigated by the bending of the leaf and petiole. Increased understanding of how geckos interact with plant surfaces will yield new insights into how innovations facilitate and/or limit extreme behaviours.""><b>Finding B:</b></span> We show that landing on plant surfaces following escapeinduced jumps can result in very high impact forces that challenge adhesive capacity, but that these are mitigated by the bending of the leaf and petiole."					3																	
62714a240ed387f760f6741b	Medicine_217	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Reporting context: They add: ""Taiwan has relatively low type 1 diabetes incidence; we believe that the marked escalation of the said incidence in recent decades can be largely attributed to the highly endemic spread of enterovirus infection in Taiwanese children, given that there has been little gene flow and genetic drift in such a short period."" They conclude: ""This nationwide retrospective cohort study found a positive correlation of type 1 diabetes with EV infection. Our results suggest that preventive strategies, such as an effective vaccine against EV infection, may lessen the incidence of type 1 diabetes in Taiwan.""""><b>Finding A:</b></span> Our results suggest that preventive strategies, such as an effective vaccine against EV infection, may lessen the incidence of type 1 diabetes in Taiwan.""<br><span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Paper context: Compared with the non-EV group, the EV group had a significantly higher prevalence of atopic dermatitis, allergic rhinitis and bronchial asthma ( Table 1) . The incidence rate of type 1 diabetes was lower in the non-EV than the EV group (4 vs 6 per 100,000 person-years; incidence rate ratio 1.48 [95% CI 1.19, 1.83]) ( Table 2 ). The incidence rate proved consistently lower for the non-EV than the EV group, except for children aged 10 years and over, as well as those with allergic rhinitis or bronchial asthma.""><b>Finding B:</b></span> The incidence rate of type 1 diabetes was lower in the non-EV than the EV group (4 vs 6 per 100,000 person-years; incidence rate ratio 1.48 [95% CI 1.19, 1.83]) ( Table 2 )."						1																
